Animal_ID,Found_Address
A457858,8511 Burnet Rd in Austin (TX)
A457858,8511 Burnet Rd in Austin (TX)
A676211,7200 Duval in Austin (TX)
A668591,8100 S. 1St St. in Austin (TX)
A698766,Convict Hill And Escarpment in Austin (TX)
A744494,2404 Dovehill Dr in Austin (TX)
A671303,Austin (TX)
A732808,6201 Sneed Cv in Austin (TX)
A696602,1900 Burton Drive in Austin (TX)
A708464,1701 Webberwood Rd in Webberville (TX)
A695693,Hearthstone Dr And Fireside Dr in Austin (TX)
A712852,6403 Tiner in Austin (TX)
A737080,10000 N. Lamar Blvd in Austin (TX)
A684407,Pflugerville (TX)
A733908,2121 Parmer Ln in Austin (TX)
A716399,12317 Palm Harbor Way in Travis (TX)
A739753,5400 Freidrich in Austin (TX)
A717764,Austin (TX)
A699828,4434 Frontier Trail in Austin (TX)
A669091,Dessau/Rundberg in Austin (TX)
A680319,10606 Jean St in Austin (TX)
A736264,3500 Eskew Dr in Austin (TX)
A669171,9706 Anderson Mill Rd. in Austin (TX)
A680923,9620 Chukar Cir. in Austin (TX)
A742520,7104 Berkman Dr in Austin (TX)
A701498,10710 Research Blvd in Austin (TX)
A714554,2504 Huntwick Dr in Austin (TX)
A680136,16920 Hayride Cir in Del Valle (TX)
A685063,Austin (TX)
A697260,Austin (TX)
A705546,Brunswick Dr And Haney Dr in Austin (TX)
A701001,Austin (TX)
A727069,501 E Conan in Austin (TX)
A730861,10401 Anderson Mill Rd in Austin (TX)
A737879,12148 Jollyville Rd in Austin (TX)
A732391,"11701 Metric Blvd, Unit 113 in Austin (TX)"
A729897,Northeast And 290 in Austin (TX)
A609642,2209 Kinney in Austin (TX)
A482046,Valerian Tea Dr & Peppermint Trl in Austin (TX)
A688813,Montopolis Dr And Burleson Rd in Austin (TX)
A694558,50002 Westgate Blvd in Austin (TX)
A673283,Austin (TX)
A701295,6009 Merriwood in Austin (TX)
A692087,5510 S Ih 35 in Austin (TX)
A733419,1105 Crown Ridge Path in Austin (TX)
A627862,Grove Blvd And Hogan Ave in Austin (TX)
A627862,Grove Blvd And Hogan Ave in Austin (TX)
A627862,Galindo St And Vargas in Austin (TX)
A627862,Galindo St And Vargas in Austin (TX)
A674335,Austin (TX)
A740946,1106 West 29Th Street in Austin (TX)
A726596,8802 Clearbrook Trl in Austin (TX)
A705487,1144 Mansell Ave in Austin (TX)
A701228,8310 Canoga in Austin (TX)
A685689,1116 1/2 Gunter St in Austin (TX)
A728775,2315 E 10Th St in Austin (TX)
A671254,1119 Linden in Austin (TX)
A689733,Cameron Rd. & Reinli in Austin (TX)
A671409,Colony Loop in Austin (TX)
A742125,1105 Red Cliff Rd in Austin (TX)
A698178,201 San Jacinto Blvd in Austin (TX)
A701196,Austin (TX)
A706602,16672 Round Mountain in Travis (TX)
A729268,13768 Research Blvd in Austin (TX)
A636269,6307 Bluff Springs in Austin (TX)
A636269,6307 Bluff Springs in Austin (TX)
A636269,9500 Dessau Rd in Austin (TX)
A636269,9500 Dessau Rd in Austin (TX)
A694470,1300 S Pleasant Valley Rd in Austin (TX)
A676934,7132 W 71 Hwy in Austin (TX)
A692874,5800 Techni Center Dr in Austin (TX)
A674214,Davis Ln  & Brodie Ln in Austin (TX)
A718577,Stassney And Ih-35 in Austin (TX)
A706955,12034 Research in Austin (TX)
A667268,1607 West Avenue in Austin (TX)
A664430,5000 Springdale in Austin (TX)
A688088,Slaughter/Ih35 in Austin (TX)
A671271,1212 August Dr in Austin (TX)
A704235,301 Navasota in Austin (TX)
A726433,1200 Eleanor St in Austin (TX)
A677904,1027 Nile St. in Austin (TX)
A669202,Live Oak And Travis Heights Blvd in Austin (TX)
A678263,301 Twin Creeks Rd in Travis (TX)
A716686,Cuernavaca Dr N And River Hills Rd in Austin (TX)
A697209,6118 Fairway in Austin (TX)
A740581,14300 N Dessau Rd in Travis (TX)
A714659,13100 Greenbury Dr in Manor (TX)
A736130,Austin (TX)
A736032,Chasewych Dr Abd Fernview Rd in Austin (TX)
A695367,20468 Fm 969 in Travis (TX)
A685634,Yager & Tech Ridge in Travis (TX)
A666763,3300 Parker Lane in Austin (TX)
A690612,Fulkes in Travis (TX)
A726080,715 W Slaughter Lane Unit 910 in Austin (TX)
A716934,6801 Circle S Rd in Austin (TX)
A702177,1209 Crupp Ct in Austin (TX)
A669552,13018 Fitzhough in Travis (TX)
A730813,Austin (TX)
A741965,Austin (TX)
A738468,12000 Dessau Rd #537 in Austin (TX)
A682555,13009 South Madrone in Austin (TX)
A674744,Springdale And Airport in Austin (TX)
A707717,12300 Amherst Dr in Austin (TX)
A743028,614 S 1St St in Austin (TX)
A738048,8410 Alpine Dr in Travis (TX)
A698450,2000 Whirlaway in Austin (TX)
A724495,Austin (TX)
A726352,1306 Crestwood Dr. in Austin (TX)
A701405,6738 Elm Creek in Austin (TX)
A728456,5804 Walnut Cove in Austin (TX)
A673044,Miro And Belclaire Ln in Austin (TX)
A689956,5904 Barton Skyway in Austin (TX)
A677089,8207 Canoga Ave in Austin (TX)
A738353,7808 Linden Rd in Travis (TX)
A701212,Palmer/Lamplight in Austin (TX)
A596942,Austin (TX)
A688935,4811 S Congress in Austin (TX)
A688935,4811 S Congress in Austin (TX)
A688935,Outside Jurisdiction
A688935,Outside Jurisdiction
A719985,Philco St And Banbury Bnd in Austin (TX)
A685950,206 W. William Cannon in Austin (TX)
A725793,1701 Congress Ave in Austin (TX)
A678151,Greyledge And Hermitage in Austin (TX)
A710432,Howard Ln And Harris Branch in Austin (TX)
A682378,710 E Ben White Blvd in Austin (TX)
A710243,Austin (TX)
A696853,Austin (TX)
A696853,Austin (TX)
A696853,14308 Fm 812 in Travis (TX)
A696853,14308 Fm 812 in Travis (TX)
A721073,Hwy 71 And Ross Rd in Travis (TX)
A676234,3516 Savage Springs in Austin (TX)
A736453,Manor Rd And Pecan Springs Rd in Austin (TX)
A694860,21334 Blake Manor Rd in Webberville (TX)
A693945,Pflugerville (TX)
A691562,Gregg Manor in Manor (TX)
A667888,Riverside And Pleasant Valley in Austin (TX)
A706210,17709 Powder Creek Drive in Manor (TX)
A692195,Leander (TX)
A682786,S 1St And Lightsey in Austin (TX)
A729924,2312 Peppertree Ct in Austin (TX)
A701979,Austin (TX)
A701979,Austin (TX)
A701979,Austin (TX)
A701979,Austin (TX)
A701979,Austin (TX)
A701979,Austin (TX)
A701979,Round Rock (TX)
A701979,Round Rock (TX)
A701979,Round Rock (TX)
A699984,1054 Springdale in Austin (TX)
A550849,2121 W. William Cannon in Austin (TX)
A729142,Austin (TX)
A658658,13125 Briarcreek Loop in Manor (TX)
A734734,2205 Holly St in Austin (TX)
A701357,Congress And Oltorf in Austin (TX)
A701357,Congress And Oltorf in Austin (TX)
A701357,N Meadows Dr And N Lamar Blvd in Austin (TX)
A701357,N Meadows Dr And N Lamar Blvd in Austin (TX)
A697931,1701 W 35Th St in Austin (TX)
A682943,3100 Prado St in Austin (TX)
A686533,3002 Ellon Rd in Del Valle (TX)
A704405,5806 Coolbrook Dr in Austin (TX)
A730024,Outside Jurisdiction
A730024,Outside Jurisdiction
A730024,Austin (TX)
A730024,Austin (TX)
A722840,Parmer And Metric in Austin (TX)
A694039,6001 Airport Blvd in Austin (TX)
A664522,9100 Meadow Green in Austin (TX)
A708730,3200 Northeast Dr in Austin (TX)
A679468,Austin (TX)
A679468,Austin (TX)
A679468,Austin (TX)
A679468,Austin (TX)
A681995,4214 Rosedale Ave in Austin (TX)
A678647,Harding Dr And Pasadena in Austin (TX)
A678647,Harding Dr And Pasadena in Austin (TX)
A678647,1708 Colony Creek Dr in Austin (TX)
A678647,1708 Colony Creek Dr in Austin (TX)
A724157,2120 Nogales St in Austin (TX)
A698167,1800 Webberwood Dr in Webberville (TX)
A692149,7301 Glennhill Rd in Austin (TX)
A711994,Austin (TX)
A744195,Austin (TX)
A719442,2901 Lagerway Cove in Austin (TX)
A726793,7809 Nairn Dr in Austin (TX)
A676398,2242 Guadalupe in Austin (TX)
A696858,Austin (TX)
A618687,8608 Grelle in Austin (TX)
A698555,Braker Ln And Hwy 183 in Austin (TX)
A689194,Austin (TX)
A678992,2009 Kirksey Dr in Austin (TX)
A684175,7314 Gaines Mill Ln in Austin (TX)
A694326,11204 Renel Dr in Austin (TX)
A678828,1302 S 1St St in Austin (TX)
A690909,Fitzhugh/ Longbranch in Travis (TX)
A655155,Austin (TX)
A739361,Austin (TX)
A714411,Austin (TX)
A726595,9801 Colfax Dr in Travis (TX)
A732339,2915 Aftonshire Way in Austin (TX)
A678755,Austin (TX)
A678755,Austin (TX)
A678755,11215 Prairie Dove Cir in Austin (TX)
A678755,11215 Prairie Dove Cir in Austin (TX)
A694568,50002 Westgate Blvd in Austin (TX)
A736746,Austin (TX)
A715172,9220 Ovalla Drive in Austin (TX)
A676816,4425 Lost Oasis Hollow in Austin (TX)
A706797,1607 Fort View in Austin (TX)
A697462,Thaxton Rd And Sassman in Austin (TX)
A730733,Montopolis And Riverside in Austin (TX)
A690308,8532 N Lamar Blvd in Austin (TX)
A724763,Austin (TX)
A677052,Austin (TX)
A738887,Anderson Mill Rd And Morris Rd in Austin (TX)
A708075,5800 Sweeney Cir in Austin (TX)
A711394,10107 Rescharch Blvd in Austin (TX)
A698794,Springtime Trl & Marble Ridge Dr in Austin (TX)
A709871,1208 Dexford in Austin (TX)
A719850,Springdale Rd And Lyons Rd in Austin (TX)
A701234,6027 Bluebell Cir in Austin (TX)
A744935,7016 Hillcroft Dr in Austin (TX)
A707362,3505 South Lamar in Austin (TX)
A692903,19500 Webberville Rd in Austin (TX)
A686660,Outside Jurisdiction
A678956,Lago Vista (TX)
A680203,10704 Melloow Ln in Austin (TX)
A720995,Austin (TX)
A673722,Aftonshire in Austin (TX)
A699608,1054 Springdale Rd #108 in Austin (TX)
A729527,Manor (TX)
A729527,Manor (TX)
A729527,5205 Saint Geoges Green in Austin (TX)
A729527,5205 Saint Geoges Green in Austin (TX)
A672843,7000 Decker Lane#502 in Austin (TX)
A681530,12118 Walnut Park Xing. in Austin (TX)
A535292,8220 W Sh 71 in Austin (TX)
A713955,Austin (TX)
A687802,1308 Thornberry Rd in Del Valle (TX)
A680092,2814 Gonzales St in Austin (TX)
A582312,1156 W Cesar Chavez St in Austin (TX)
A718503,Ih 35 & Tech Ridge in Austin (TX)
A744662,7607 Blessing Avenue in Austin (TX)
A687691,3501 Loyola in Austin (TX)
A657783,3012 Hawks Swoop Trl in Travis (TX)
A699306,6205 Marigold in Austin (TX)
A688337,Austin (TX)
A691350,Austin (TX)
A741487,8455 Spicewood Springs Rd in Austin (TX)
A689878,Palo Blanco Ln And Ainez Dr in Austin (TX)
A722219,5207 Pryor in Travis (TX)
A731261,9900 North Fm 620 in Austin (TX)
A741032,501 S Hwy 183 in Austin (TX)
A701510,6005 Fm 973 in Del Valle (TX)
A728342,10710 Research Blvd in Austin (TX)
A679971,1108 West Anne Drive in Austin (TX)
A680409,1709 Jj Seabrook in Austin (TX)
A674665,2314 Wickersham Ln in Austin (TX)
A668030,Ridgepoint Dr in Austin (TX)
A670486,Rogers And Cedar in Austin (TX)
A664529,9220 Ovalla Dr in Austin (TX)
A682307,4800 Friedrich in Austin (TX)
A721330,Austin (TX)
A699599,7100 N 35 in Austin (TX)
A737060,7908 Brown Cemetery Road in Travis (TX)
A689801,Killingsworth Ln And Immanuel Rd in Pflugerville (TX)
A703481,Cahill Dr And Pond Springs Rd in Austin (TX)
A739068,2443 E State Hwy 71 Service Rd in Travis (TX)
A737028,Pyramid Dr And Debba Dr in Austin (TX)
A708776,3101 Shoreline in Austin (TX)
A743989,Del Valle (TX)
A740100,Travis (TX)
A730626,3703 Tower View Ct in Austin (TX)
A736466,4704 Leslie Ave in Austin (TX)
A701263,Austin (TX)
A737111,Austin (TX)
A659614,Austin (TX)
A659614,Austin (TX)
A685482,Austin (TX)
A682712,7200 Geneva Cv in Austin (TX)
A730965,3003 Bee Caves Rd in Austin (TX)
A738212,Austin (TX)
A717717,739 West William Cannon in Austin (TX)
A717717,739 West William Cannon in Austin (TX)
A717717,739 W. William Cannon #1033 in Austin (TX)
A717717,739 W. William Cannon #1033 in Austin (TX)
A684564,2300 Wagon Crossing in Austin (TX)
A738440,6600 Elm Creeck Dr in Austin (TX)
A713640,1000 Ellingson in Austin (TX)
A676745,Ben White And Congress in Austin (TX)
A676745,Ben White And Congress in Austin (TX)
A676745,Austin (TX)
A676745,Austin (TX)
A662162,4623 Quicksilver Blvd in Austin (TX)
A708059,Merion Cir And Chimney Hill Blvd in Austin (TX)
A722290,Georgian Dr And Oertli Ln in Austin (TX)
A719897,1054 Springdale in Austin (TX)
A744033,8800 W Hwy 290 in Austin (TX)
A695598,1909 Blue Meadow in Austin (TX)
A734508,5117 Cornflower in Austin (TX)
A685134,Bronco Ct @ Mustang Mesa in Travis (TX)
A718973,4215 Caldwell in Del Valle (TX)
A718973,4215 Caldwell in Del Valle (TX)
A718973,East 5Th And San Marcos in Austin (TX)
A718973,East 5Th And San Marcos in Austin (TX)
A737922,Imperial in Austin (TX)
A695417,5830 Shreveport Dr in Austin (TX)
A702292,Carver Ave And Booker Ave in Austin (TX)
A731368,1604 A Cinnamon Path in Austin (TX)
A676760,7315 Providence Ave in Austin (TX)
A600762,Austin (TX)
A424158,Crossing Place And Riverside in Austin (TX)
A424158,Crossing Place And Riverside in Austin (TX)
A424158,Crossing Place /Riverside Dr in Austin (TX)
A424158,Crossing Place /Riverside Dr in Austin (TX)
A721503,Davis Ln And Latta Dr in Austin (TX)
A729258,7601 Daffan Ln in Austin (TX)
A738994,1165 Poquito in Austin (TX)
A718986,1900 Westridge in Austin (TX)
A731577,Austin (TX)
A686261,Mckinney Falls Pkwy & Dee Gabriel Collins Rd in Austin (TX)
A686920,8011 Boyce Ln in Travis (TX)
A704683,3406 Manchaca Rd in Austin (TX)
A669451,15612 Valeries Cv in Travis (TX)
A687894,2120 East 7Th St in Austin (TX)
A687894,2120 East 7Th St in Austin (TX)
A687894,Austin (TX)
A687894,Austin (TX)
A719103,Lott And Prock Ln in Austin (TX)
A711951,14533 Donald Dr in Austin (TX)
A678286,1121 Spur St in Austin (TX)
A744766,10907 Spicewood Pkwy in Austin (TX)
A708913,Bolm Rd & Gardner Rd in Austin (TX)
A740782,Bluff Trail in Austin (TX)
A744729,Travis (TX)
A476605,1111 Crown Ridge in Austin (TX)
A476605,1111 Crown Ridge in Austin (TX)
A476605,9715 Ochiltree Dr in Austin (TX)
A476605,9715 Ochiltree Dr in Austin (TX)
A662623,Zilker West Park in Austin (TX)
A717904,8507 Apache Springs Cir in Austin (TX)
A673457,12202 Ranch Road 620 N in Austin (TX)
A725713,100 Block Of East Murray in Manor (TX)
A743477,6608 Windrift Way in Austin (TX)
A666217,3305 Susquehanna Ln in Austin (TX)
A670707,1205 E. Cesar Chavez in Austin (TX)
A721548,Cinchring Ln And Picket Rope Ln in Austin (TX)
A715887,0000 Bolm Rd in Austin (TX)
A742016,4572 S Lamar Blvd Svrd Sb in Austin (TX)
A738500,5600 Roosevelt Ave in Austin (TX)
A678071,10025 Rutherford Ln in Austin (TX)
A730625,Lago Vista (TX)
A704985,2201 Willow Creek in Austin (TX)
A730717,8105 Shaol Creek Blvd in Austin (TX)
A712344,3707 W Howard in Austin (TX)
A710051,Cloudmore Ln And Western Sky Blvd in Travis (TX)
A679758,Austin (TX)
A697908,1425 East Yager Lane in Austin (TX)
A686095,Leander (TX)
A739338,6610 Fm1327 in Austin (TX)
A733435,2711 S Ih 35 in Austin (TX)
A674189,6808 Panda Royal Dr in Del Valle (TX)
A710657,6118 Fairway St Apt A104 in Austin (TX)
A679500,Austin (TX)
A728152,Austin (TX)
A667035,St. John'S And Ih 35 in Austin (TX)
A712011,2505 Fow Ln in Austin (TX)
A699309,Guadalupe St And W 39Th St in Austin (TX)
A728630,3012 Perry Ln in Austin (TX)
A664926,Blake Manor And Briarcreek in Travis (TX)
A730883,695 Thompson Ln in Austin (TX)
A674144,8405 Shallot Way in Austin (TX)
A679511,Austin (TX)
A681251,8021 N Fm 620 in Austin (TX)
A699680,1016 W Stassney Ln in Austin (TX)
A733309,5811 Melody Ln in Austin (TX)
A687027,1602 Brown Bear Ln in Travis (TX)
A712647,11707 Underwood Dr in Travis (TX)
A720019,907 W Slaughter Ln in Austin (TX)
A684212,8310 N  Capital Tx Hwy in Austin (TX)
A722817,9501 Golden Hills Cir in Austin (TX)
A744022,6300 Thurgood Ave in Austin (TX)
A544559,Austin (TX)
A733411,Bolm Rd And Shady Ln in Austin (TX)
A693793,13808  Maha Rd in Austin (TX)
A691893,Austin (TX)
A691893,Austin (TX)
A691893,7314 Bennet Avenue in Austin (TX)
A691893,7314 Bennet Avenue in Austin (TX)
A712523,920 Water St in Travis (TX)
A671140,2805 Bee Cave Rd in Rollingwood (TX)
A720438,1520 Rutherford Ln in Austin (TX)
A684651,Austin (TX)
A725379,Outside Jurisdiction
A702348,Pearce Ln & Texas 130 Service Rd in Austin (TX)
A680260,12316 Fay Street in Manor (TX)
A694896,11604 Loweswater in Austin (TX)
A692165,Lipan Trail & N Cuernavaca Dr in Austin (TX)
A741555,Manchaca Road And Old Manchaca Road in Austin (TX)
A583427,14709 Foy Dr in Travis (TX)
A583427,14709 Foy Dr in Travis (TX)
A583427,5805 Median Rd. in Travis (TX)
A583427,5805 Median Rd. in Travis (TX)
A724656,Tucker Hill And Hwy 71 in Austin (TX)
A690273,Montopolis And Fairway in Austin (TX)
A694977,907 W 23Rd St in Austin (TX)
A690086,Travis (TX)
A689990,10025 Manchaca in Austin (TX)
A743269,16622 Wells Rd in Travis (TX)
A714500,1701 W Ben White Blvd in Austin (TX)
A706421,12101 Moore Rd in Austin (TX)
A732305,Leander (TX)
A722189,Austin (TX)
A639174,N Ih 35 And La Posada in Austin (TX)
A667301,4405 Bucks Run in Austin (TX)
A715062,7317 Onion Creek Dr in Austin (TX)
A674518,7200 Coronado Cir. in Austin (TX)
A724173,731 Decker Prairie Dr in Austin (TX)
A715200,Pflugerville (TX)
A715200,Pflugerville (TX)
A715200,Austin (TX)
A715200,Austin (TX)
A716725,Travis (TX)
A689086,Heflin And Mlk in Austin (TX)
A724127,12314 Dellray Drive in Austin (TX)
A680095,2518 Muirlands Dr in Austin (TX)
A688933,4900 E Oltorf in Austin (TX)
A675864,1100 E Oltorf St in Austin (TX)
A731270,1600 Man O War Dr in Travis (TX)
A725375,Wire Rd And Cedar Lime Rd in Travis (TX)
A738873,Austin (TX)
A703409,5217 Canela in Austin (TX)
A739194,15829 Ih 35 Speedy Stop in Pflugerville (TX)
A733520,Austin (TX)
A691274,14101 Maricella Ln in Pflugerville (TX)
A696169,5721 China Berry Rd in Austin (TX)
A707669,1100 Debco Ln in Travis (TX)
A697385,6412 Colton Bluff Springs Road in Austin (TX)
A703741,16006 Agua Vista in Austin (TX)
A704877,20751 Fm 969 in Travis (TX)
A695414,9600 Burnet Rd in Austin (TX)
A740098,Travis (TX)
A697970,6801 Doyal Dr in Austin (TX)
A731026,10603 Spicewood Pkwy in Austin (TX)
A717900,6118 Fairway St in Austin (TX)
A738742,Century Oaks Terr And Palm Way in Austin (TX)
A739891,Oak Springs And Airport in Austin (TX)
A711091,301 W. Riverside in Austin (TX)
A709791,1763 W Ells Bracnh Pkwy in Austin (TX)
A729231,907 Wagon Trl in Austin (TX)
A718912,Austin (TX)
A678846,14608  Rumfeldt in Del Valle (TX)
A652306,6209 Reicher Dr #B in Austin (TX)
A664272,12005 Garden Grove Dr in Austin (TX)
A716095,Sauls Dr And Kissman Dr in Austin (TX)
A694159,"429,Grand Ave Pkwy in Pflugerville (TX)"
A701667,5517 Thunder Gulch in Travis (TX)
A710291,705 W Crestland in Austin (TX)
A692239,13145 Us-183 in Austin (TX)
A677107,606 Candleberry Cir in Pflugerville (TX)
A692760,Austin (TX)
A743327,1602 Citation Dr in Del Valle (TX)
A685683,Austin (TX)
A671193,9617 Great Hills Buiding #7 in Austin (TX)
A699311,Austin (TX)
A664292,7903 Taza Trl in Austin (TX)
A704489,Becker Ln And Reynero in Del Valle (TX)
A695426,300 E Wild Senna in Pflugerville (TX)
A485674,Stassney Lane & Knuckles Crossing in Austin (TX)
A725783,16019 Milo Road in Austin (TX)
A668290,15301 Brenda St in Austin (TX)
A705062,6605 Johnny Morris Cove in Austin (TX)
A703270,9707 Colpax Drive in Austin (TX)
A672385,Avenue B  And 44Th St in Austin (TX)
A731655,7006 A Creedmoor Rd in Austin (TX)
A688595,Berkman And 51St St in Austin (TX)
A732939,10300 Stubble Quail Dr in Austin (TX)
A719977,Travis (TX)
A739018,3100 Collins Creek Dr in Austin (TX)
A670148,Barton Bluffs And Mopac Access Rd in Austin (TX)
A693057,1602 Chesnut Ave in Austin (TX)
A702692,9306 Old Manor Road in Travis (TX)
A681679,Fm 973/ Herold Green in Austin (TX)
A736399,9803 Fox Chase Cir in Austin (TX)
A690016,8801 Mc Cann in Austin (TX)
A667534,Austin (TX)
A675642,1104 S. Meadows in Austin (TX)
A738139,300 W Murray Ave in Manor (TX)
A679775,12034 Research in Austin (TX)
A704390,Del Valle (TX)
A711588,9801 Clover Drive in Austin (TX)
A690899,Austin (TX)
A706700,4801Pimlic in Austin (TX)
A716135,112 S Webberwood Way in Travis (TX)
A687006,2211 Palo Pinto in Austin (TX)
A729953,2109 Dove Springs Rd in Austin (TX)
A689618,Austin (TX)
A723394,1420 E Anderson Ln in Austin (TX)
A726486,Austin (TX)
A736923,1156 W Cesar Chavez in Austin (TX)
A712368,5500 Camp Fire Trl in Austin (TX)
A685805,9417  Great Hills Trl in Austin (TX)
A736005,1601 E Slaughter Ln in Austin (TX)
A681261,515 Krebs Ln in Austin (TX)
A698123,2417 Little John Ln in Austin (TX)
A710670,S Congress And  Oltorf in Austin (TX)
A702041,5017 W Hwy 290 in Austin (TX)
A742127,2900 Sunridge Dr in Austin (TX)
A732260,9502 Capital View Dr in Austin (TX)
A702057,810 E Slaughter Ln in Austin (TX)
A742231,5117 N Lamar Blvd in Austin (TX)
A706886,Cameron And  290 in Austin (TX)
A674798,Hatch Rd And 620 in Austin (TX)
A699211,Lotus And Garner in Austin (TX)
A690937,20300 #B Trappers Trl in Manor (TX)
A679668,Austin (TX)
A723918,7900 Fm 1826 Rd in Austin (TX)
A669970,Intramural Fields And Guadalupe in Austin (TX)
A460100,W Braker Ln & Hornsby Ln in Austin (TX)
A683535,3120 Edgwater Dr in Austin (TX)
A695460,Walker / 7Th in Austin (TX)
A678622,Riverside And Grove in Austin (TX)
A683713,Austin (TX)
A730345,6100 B Conti Ct in Austin (TX)
A681222,7201 Levander Loop in Austin (TX)
A685577,7117 Woodhollow Dr in Austin (TX)
A705551,9300 S Ih 35 in Austin (TX)
A689137,2011 Greenbrook Pkwy in Austin (TX)
A723010,2714 E 22Nd St in Austin (TX)
A686982,7601 Daffan Ln in Austin (TX)
A725070,Austin (TX)
A728930,4434 Frontier Trl in Austin (TX)
A730218,2208 Energy Dr in Austin (TX)
A705346,1108 Blue Fox Dr in Austin (TX)
A664550,Austin (TX)
A734690,11301 Farrah Lane in Austin (TX)
A707273,4604 Destinys Gate Dr in Austin (TX)
A703418,1941 Webberville Rd in Austin (TX)
A686588,7907 Tapo Ln in Austin (TX)
A650344,Masterson Pass And N Lamar in Austin (TX)
A717138,9104 Swanson Lane in Austin (TX)
A670013,15102 Nightingale Ln in Lakeway (TX)
A724844,13652 Jacobson Rd in Travis (TX)
A702826,11716 Birchmark Trail in Austin (TX)
A706952,1201 N Ih 35 in Austin (TX)
A681537,7201 Levander Loop in Austin (TX)
A676762,1703 Sanchez St in Austin (TX)
A676762,1703 Sanchez St in Austin (TX)
A676762,Frontier Valley And Montana in Austin (TX)
A676762,Frontier Valley And Montana in Austin (TX)
A712833,Thrasher Lane in Austin (TX)
A656945,Austin (TX)
A717389,Hwy 183/ Braker Ln in Austin (TX)
A715474,5601 Jackie Robinson in Austin (TX)
A680122,"2300 Campden Drive, Austin, Tx in Austin (TX)"
A713682,Lynn Street & Canterbury in Austin (TX)
A715905,6208 Blue Stem Trail in Austin (TX)
A691063,10101 S 1St St in Austin (TX)
A675322,Austin (TX)
A706638,5822 Trade Center Dr in Austin (TX)
A673233,5207 Provencial Dr in Austin (TX)
A696004,Austin (TX)
A713002,15204 Pocmont Trl in Austin (TX)
A685084,1633 Royal Crest Dr 78741 in Austin (TX)
A665252,Austin (TX)
A712025,2716 Sweeney in Austin (TX)
A712025,2716 Sweeney in Austin (TX)
A712025,Austin (TX)
A712025,Austin (TX)
A682750,Austin (TX)
A713582,1813 Whittard Of Chelsea in Pflugerville (TX)
A741631,6300 Sierra Vista Dr in Travis (TX)
A673542,1305 Deupree in Austin (TX)
A669942,7100 Colony Park Dr in Austin (TX)
A743534,Ed Bluestein & E Mlk in Austin (TX)
A693143,Jollyville Rd And Taylor Draper Ln in Austin (TX)
A710859,Pinto Cir And Mustang Dr in Mustang Ridge (TX)
A672070,10308 D K Ranch Rd in Travis (TX)
A722868,Austin (TX)
A693599,Stassney/Manchaca in Austin (TX)
A682046,1100 Reinli St in Austin (TX)
A666894,11389 Maha Loop in Austin (TX)
A721615,Austin (TX)
A721615,Austin (TX)
A721615,Outside Jurisdiction
A721615,Outside Jurisdiction
A678018,Austin (TX)
A729797,Austin (TX)
A743396,E 12Th St And Springdale Rd in Austin (TX)
A683660,1509 Sweet Leaf Ln in Pflugerville (TX)
A696787,Seeling Dr in Austin (TX)
A667467,4002 Stonecroft in Austin (TX)
A729120,8901 Business Park Drive in Austin (TX)
A688111,Duval/Mopac in Austin (TX)
A699513,11441 N Ih 35 in Austin (TX)
A666568,9811 Blocker Ln in Travis (TX)
A666568,9811 Blocker Ln in Travis (TX)
A666568,9011 Blocker Ln in Austin (TX)
A666568,9011 Blocker Ln in Austin (TX)
A707975,2307 Ventura in Austin (TX)
A686834,3930 Bee Caves Rd. in Austin (TX)
A728717,Travis (TX)
A726146,Yager & Techridge/Copperfield in Austin (TX)
A732720,7619 Scenic Brook in Austin (TX)
A680257,9303 Slayton Dr in Austin (TX)
A735447,Austin (TX)
A701994,1418 E Anderson Ln in Austin (TX)
A721843,6608 Johnny Morris Cv in Austin (TX)
A689948,1201 Grove Blvd in Austin (TX)
A669538,Austin (TX)
A742275,55Th And Hellen St in Austin (TX)
A684513,8305 Steamline Cir in Austin (TX)
A737494,900 Block N Ih35 in Austin (TX)
A740541,5300 Jimmy Clay Dr in Austin (TX)
A673849,1607 Pennsylvania Ave in Austin (TX)
A702564,711 W 7Th St in Austin (TX)
A684764,1505 Melissa Oaks Ln in Austin (TX)
A668565,7009 Twin Crest Drive in Austin (TX)
A681468,1030 Norwood Park Boulevard in Austin (TX)
A713010,1139 Ebert in Austin (TX)
A740589,183 And Hergotz in Austin (TX)
A721959,18028 Morrow St in Travis (TX)
A707348,14917 Jacks Pond Road in Austin (TX)
A453102,Springdale Rd & E 51St St in Austin (TX)
A453102,Springdale Rd & E 51St St in Austin (TX)
A453102,Springdale Rd & E 51St St in Austin (TX)
A453102,Springdale Rd & E 51St St in Austin (TX)
A697311,9015 Shepard in Austin (TX)
A713395,19967 Blake Manor in Austin (TX)
A722020,1908 W Ben White Blvd in Austin (TX)
A714256,1830 W Rundberg Ln in Austin (TX)
A704734,1903 Kinney Ave in Austin (TX)
A731662,12607 Wright Rd in Austin (TX)
A696214,26300 Century Park Blvd in Austin (TX)
A696214,26300 Century Park Blvd in Austin (TX)
A696214,Austin (TX)
A696214,Austin (TX)
A670706,Austin (TX)
A743707,Austin (TX)
A743707,Austin (TX)
A743707,13301 Briarcreek Loop in Travis (TX)
A743707,13301 Briarcreek Loop in Travis (TX)
A722984,2751 Tx Hwy 71 East in Austin (TX)
